bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Mahalunge,94.67 L,839,Under Construction,Possession by Jun 2025,"11,283 / sq ft",,
2,Mahalunge,52.67 L,517,Under Construction,Possession by Jun 2025,"10,209 / sq ft",,
2,Mahalunge,55.08 L,530,Under Construction,Possession by Jun 2025,"10,392 / sq ft",,
2,Mahalunge,52.6 L,516,Under Construction,Possession by Jun 2025,"10,195 / sq ft",,
2,Mahalunge,68 L,602,Under Construction,Possession by Jun 2025,"11,295 / sq ft",,
2,Mahalunge,65 L,599,Under Construction,Possession by Jun 2025,"10,851 / sq ft",,
3,Mahalunge,92.5 L,785,Under Construction,Possession by Jun 2025,"11,783 / sq ft",,
2,Mahalunge,54.78 L,527,Under Construction,Possession by Jun 2025,"10,394 / sq ft",,
3,Hinjewadi,72 L,973,Under Construction,Possession by May 2021,"7,399 / sq ft",,
2,Hinjewadi,56 L,777,Under Construction,Possession by May 2021,"7,207 / sq ft",,
3,Hinjewadi,75 L,1034,Under Construction,Possession by May 2021,"7,253 / sq ft",,
2,Hinjewadi,56 L,780,Under Construction,Possession by May 2021,"7,179 / sq ft",,
3,Hinjewadi,85.05 L,1125,Under Construction,Possession by May 2021,"7,560 / sq ft",,
2,Mundhwa,58.5 L,758,Under Construction,Possession by Apr 2023,"7,717 / sq ft",,2
2,Sus,79.23 L,857,Under Construction,Possession by Dec 2021,"9,256 / sq ft",,
2,Sus,80.87 L,876,Under Construction,Possession by Dec 2021,"9,243 / sq ft",,
2,NIBM Annex Mohammadwadi,67.82 L,633,Under Construction,Possession by Mar 2021,"10,731 / sq ft",,
2,NIBM Annex Mohammadwadi,69.32 L,647,Under Construction,Possession by Mar 2021,"10,731 / sq ft",,
2,Wagholi,50.12 L,963,Under Construction,Possession by Jul 2022,"5,204 / sq ft",,2
2,Wagholi,50 L,971,Under Construction,Possession by Jul 2022,"5,149 / sq ft",,2
1,Wagholi,36.79 L,774,Under Construction,Possession by Jul 2022,"4,753 / sq ft",,1
1,Wagholi,35.37 L,744,Under Construction,Possession by Jul 2022,"4,754 / sq ft",,1
1,Wagholi,35 L,737,Under Construction,Possession by Jul 2022,"4,748 / sq ft",,1
2,Wagholi,53.04 L,1021,Under Construction,Possession by Jul 2022,"5,194 / sq ft",,2
2,Wagholi,52.63 L,1014,Under Construction,Possession by Jul 2022,"5,190 / sq ft",,2
2,Hinjewadi,65.5 L,729,Under Construction,Possession by Apr 2024,"8,984 / sq ft",,2
2,Hinjewadi,67.2 L,734,Under Construction,Possession by Apr 2024,"9,155 / sq ft",,2
2,Wagholi,72 L,527,Under Construction,Possession by May 2024,"13,662 / sq ft",,
1,Mahalunge,39.85 L,585,Under Construction,Possession by May 2022,"6,811 / sq ft",,1
3,Hinjewadi,94.5 L,1023,Under Construction,Possession by Apr 2024,"9,237 / sq ft",,3
3,Hinjewadi,1.02 Cr,1029,Under Construction,Possession by Apr 2024,"9,912 / sq ft",,3
2,Mahalunge,73 L,1040,Under Construction,Possession by May 2022,"7,019 / sq ft",,2
2,Mahalunge,49 L,767,Under Construction,Possession by May 2022,"6,388 / sq ft",,2
3,Mahalunge,1.12 Cr,1625,Under Construction,Possession by May 2022,"6,892 / sq ft",,3
3,Mahalunge,93 L,1326,Under Construction,Possession by May 2022,"7,013 / sq ft",,3
2,Katraj,65 L,1566,Ready to move,,"4,150 / sq ft",6,2
2,Taljai Temple Road,62 L,1050,Ready to move,,"5,904 / sq ft",13,2
2,Mahalunge,63.84 L,774,Under Construction,Possession by Mar 2024,"8,248 / sq ft",,2
2,Mahalunge,59.01 L,716,Under Construction,Possession by Mar 2024,"8,241 / sq ft",,2
1,Mahalunge,38.99 L,514,Under Construction,Possession by Mar 2024,"7,585 / sq ft",,1
2,Mahalunge,64.05 L,777,Under Construction,Possession by Mar 2024,"8,243 / sq ft",,2
2,Bhukum,65.95 L,709,Under Construction,Possession by Jan 2021,"9,302 / sq ft",,
2,Thergaon,50 L,1010,Ready to move,,"4,950 / sq ft",10,2
2,Kondhwa,75 L,1000,Ready to move,,"7,500 / sq ft",15,2
1,Hinjewadi,41 L,650,Ready to move,,"6,307 / sq ft",13,1
3,Mundhwa,85.86 L,882,Under Construction,Possession by Aug 2023,"9,745 / sq ft",,
2,Moshi,41.62 L,547,Under Construction,Possession by Sep 2022,"7,609 / sq ft",,
3,Mundhwa,85.39 L,877,Under Construction,Possession by Aug 2023,"9,736 / sq ft",,
2,Moshi,40.51 L,512,Under Construction,Possession by Sep 2022,"7,912 / sq ft",,
2,Mundhwa,65.48 L,606,Under Construction,Possession by Aug 2023,"10,806 / sq ft",,
2,Mundhwa,64.99 L,602,Under Construction,Possession by Aug 2023,"10,815 / sq ft",,
3,Mundhwa,84.99 L,873,Under Construction,Possession by Aug 2023,"9,736 / sq ft",,
2,Ravet,51.61 L,848,Under Construction,,"6,086 / sq ft",,2
2,Mahalunge,78 L,1047,Ready to move,,"7,449 / sq ft",7,2
3,Porwal Road,62 L,1350,Ready to move,,"4,592 / sq ft",6,2
1,Tingre Nagar,18 L,400,Ready to move,,"4,500 / sq ft",,1
1,Vishrantwadi,41 L,600,Ready to move,,"6,833 / sq ft",10,1
2,Porwal Road,42 L,1200,Ready to move,,"3,500 / sq ft",3,2
2,Dhanori,54.25 L,691,Under Construction,Possession by May 2022,"7,850 / sq ft",,
1,Dhanori,30 L,800,Under Construction,Possession by Jan 2022,"3,750 / sq ft",,1
1,Dhanori,26 L,800,Ready to move,,"3,250 / sq ft",12,1
1,Dhanori,30 L,700,Under Construction,Possession by Jun 2021,"4,285 / sq ft",,1
2,Dhayari,51.63 L,631,Under Construction,Possession by May 2023,"8,195 / sq ft",,
2,Dhayari,39.52 L,629,Under Construction,Possession by May 2023,"6,284 / sq ft",,
1,Tingre Nagar,32 L,900,Ready to move,,"3,555 / sq ft",10,1
3,Baner,1.5 Cr,1600,Ready to move,,"9,375 / sq ft",14,3
4,Kharadi,4.13 Cr,3555,Under Construction,Possession by Nov 2025,"11,620 / sq ft",,
4,Kharadi,4.13 Cr,3555,Under Construction,Possession by Nov 2025,"11,620 / sq ft",,
4,Kharadi,5.35 Cr,4612,Under Construction,Possession by Nov 2025,"11,602 / sq ft",,
4,Kharadi,5.35 Cr,4612,Under Construction,Possession by Nov 2025,"11,602 / sq ft",,
4,Kharadi,6.12 Cr,5271,Under Construction,Possession by Nov 2025,"11,612 / sq ft",,
4,Kharadi,6.12 Cr,5271,Under Construction,Possession by Nov 2025,"11,612 / sq ft",,
5,Kharadi,4.57 Cr,3940,Under Construction,Possession by Nov 2025,"11,601 / sq ft",,
5,Kharadi,4.57 Cr,3940,Under Construction,Possession by Nov 2025,"11,601 / sq ft",,
3,Kharadi,2.16 Cr,2281,Under Construction,Possession by Nov 2025,"9,473 / sq ft",,
3,Kharadi,2.16 Cr,2281,Under Construction,Possession by Nov 2025,"9,473 / sq ft",,
3,Kharadi,2.1 Cr,2224,Under Construction,Possession by Nov 2025,"9,442 / sq ft",,
3,Kharadi,2.1 Cr,2224,Under Construction,Possession by Nov 2025,"9,442 / sq ft",,
5,Kharadi,6.41 Cr,5524,Under Construction,Possession by Nov 2025,"11,603 / sq ft",,
5,Kharadi,6.41 Cr,5524,Under Construction,Possession by Nov 2025,"11,603 / sq ft",,
4,Kharadi,4.51 Cr,3886,Under Construction,Possession by Nov 2025,"11,608 / sq ft",,
4,Kharadi,4.51 Cr,3886,Under Construction,Possession by Nov 2025,"11,608 / sq ft",,
2,Bhusari colony right,80 L,1000,Ready to move,,"8,000 / sq ft",8,2
2,Gultekdi,70 L,1000,Ready to move,,"7,000 / sq ft",27,2
2,Dhayari,38 L,850,Ready to move,,"4,470 / sq ft",8,2
2,Pune Satara Road,85 L,1000,Ready to move,,"8,500 / sq ft",32,2
1,Alandi,23 L,550,Ready to move,,"4,181 / sq ft",,1
2,Vadgaon Budruk,65 L,735,Ready to move,,"8,843 / sq ft",10,1
2,Uruli Kanchan,15 L,550,Ready to move,,"2,727 / sq ft",10,2
1,Bavdhan,39.5 L,492,Under Construction,Possession by Sep 2024,"8,028 / sq ft",,1
2,Narayan Peth,95 L,908,Ready to move,,"10,462 / sq ft",,2
2,Hinjewadi,67 L,1000,Ready to move,,"6,700 / sq ft",11,2
1,Wagholi,20 L,709,Ready to move,,"2,820 / sq ft",3,1
1,Kondhwa,34.5 L,650,Ready to move,,"5,307 / sq ft",7,1
3,Katraj,1.2 Cr,1300,Ready to move,,"9,230 / sq ft",9,3
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Shaniwar Peth,1.25 Cr,1125,Ready to move,,"11,111 / sq ft",,2
2,Lohegaon,37 L,986,Ready to move,,"3,752 / sq ft",3,2
1,Kharadi,27 L,535,Ready to move,,"5,046 / sq ft",13,1
2,Wagholi,26 L,900,Ready to move,,"2,888 / sq ft",12,2
4,Ravet,1.5 Cr,2000,Ready to move,,"7,500 / sq ft",4,4
4,Ravet,1.6 Cr,2000,Ready to move,,"8,000 / sq ft",4,4
3,Undri,1.1 Cr,1142,Under Construction,Possession by Mar 2022,"9,674 / sq ft",,
3,Undri,1.17 Cr,1139,Under Construction,Possession by Mar 2022,"10,283 / sq ft",,
3,Undri,1.07 Cr,1046,Under Construction,Possession by Mar 2022,"10,233 / sq ft",,
3,Undri,98.97 L,1135,Under Construction,Possession by Mar 2022,"8,719 / sq ft",,
2,Patil Nager,32 L,900,Ready to move,,"3,555 / sq ft",3,2
1,Katraj,26 L,460,Ready to move,,"5,652 / sq ft",,1
3,Parvati Darshan,1.5 Cr,1150,Ready to move,,"13,043 / sq ft",2,3
1,Katraj,26 L,460,Ready to move,,"5,652 / sq ft",,1
1,Katraj,26 L,460,Ready to move,,"5,652 / sq ft",,1
1,Sangamvadi,60 L,720,Ready to move,,"8,333 / sq ft",,1
1,Tingre Nagar,35 L,580,Ready to move,,"6,034 / sq ft",11,1
1,Vishrantwadi,48 L,680,Ready to move,,"7,058 / sq ft",11,1
1,Dhanori,35 L,650,Ready to move,,"5,384 / sq ft",8,1
2,Wagholi,40 L,900,Ready to move,,"4,444 / sq ft",4,2
2,Vishrantwadi,75 L,1450,Ready to move,,"5,172 / sq ft",12,2
1,Dhanori,45 L,780,Under Construction,Possession by Apr 2023,"5,769 / sq ft",,1
2,Dhanori,52 L,1050,Under Construction,Possession by Apr 2023,"4,952 / sq ft",,2
3,Vishrantwadi,1.1 Cr,2000,Ready to move,,"5,500 / sq ft",,3
3,Vishrantwadi,1.1 Cr,2000,Ready to move,,"5,500 / sq ft",,3
3,Vishrantwadi,1.1 Cr,2000,Ready to move,,"5,500 / sq ft",,3
3,Vishrantwadi,1.1 Cr,2000,Ready to move,,"5,500 / sq ft",,3
3,Parvati Darshan,1.86 Cr,1528,Ready to move,,"12,172 / sq ft",,2
1,Wagholi,30 L,680,Ready to move,,"4,411 / sq ft",7,2
2,Wagholi,1.2 Cr,1200,Ready to move,,"10,000 / sq ft",7,
1,Dhanori,39 L,680,Under Construction,Possession by Apr 2023,"5,735 / sq ft",,1
2,Tathawade,45 L,890,Ready to move,,"5,056 / sq ft",,2
1,Vishrantwadi,35 L,680,Ready to move,,"5,147 / sq ft",12,1
2,Ravet,52 L,980,Ready to move,,"5,306 / sq ft",,1
2,Tathawade,49 L,890,Under Construction,Possession by Jun 2026,"5,505 / sq ft",,2
2,Tathawade,45 L,920,Under Construction,Possession by Mar 2023,"4,891 / sq ft",,2
3,Kharadi,88 L,1132,Under Construction,Possession by May 2024,"7,773 / sq ft",,3
2,Kharadi,95 L,1084,Ready to move,,"8,763 / sq ft",5,2
3,Kharadi,1.2 Cr,1201,Under Construction,Possession by Apr 2023,"9,991 / sq ft",,3
1,Kharadi,38 L,525,Under Construction,Possession by Feb 2023,"7,238 / sq ft",,1
3,Kharadi,1.3 Cr,1245,Under Construction,Possession by May 2022,"10,441 / sq ft",,3
1,Wakad,39.9 L,452,Under Construction,Possession by Nov 2024,"8,827 / sq ft",,1
2,Wakad,69.2 L,757,Under Construction,Possession by Nov 2024,"9,141 / sq ft",,2
2,Wakad,67.7 L,740,Under Construction,Possession by Nov 2024,"9,148 / sq ft",,2
1,Wakad,39.1 L,451,Under Construction,Possession by Nov 2024,"8,669 / sq ft",,1
2,Wakad,69.5 L,761,Under Construction,Possession by Nov 2024,"9,132 / sq ft",,2
2,Wakad,68.43 L,743,Under Construction,Possession by Nov 2024,"9,209 / sq ft",,2
1,Wakad,40.1 L,455,Under Construction,Possession by Nov 2024,"8,813 / sq ft",,
2,Tathawade,48.5 L,800,Under Construction,Possession by Jun 2026,"6,062 / sq ft",,2
1,Tathawade,37.49 L,610,Under Construction,Possession by Jun 2026,"6,145 / sq ft",,2
2,Vishrantwadi,45 L,800,Ready to move,,"5,625 / sq ft",19,2
3,Tathawade,60 L,1500,Under Construction,Possession by Mar 2023,"4,000 / sq ft",,3
2,Wakad,60 L,995,Ready to move,,"6,030 / sq ft",,2
2,Tathawade,46.5 L,850,Under Construction,Possession by Jul 2026,"5,470 / sq ft",,2
1,Tathawade,35.5 L,620,Under Construction,Possession by Jun 2026,"5,725 / sq ft",,2
2,Tathawade,48.5 L,885,Under Construction,Possession by Mar 2024,"5,480 / sq ft",,2
2,Baner,66.5 L,715,Under Construction,Possession by Dec 2025,"9,300 / sq ft",,2
2,Undri,47.85 L,1150,Under Construction,Possession by May 2023,"4,160 / sq ft",,2
3,Undri,55.6 L,1250,Under Construction,Possession by May 2022,"4,448 / sq ft",,3
2,Ravet,52.5 L,999,Under Construction,Possession by Feb 2025,"5,255 / sq ft",,2
1,Vishrantwadi,35 L,680,Ready to move,,"5,147 / sq ft",12,1
1,Vishrantwadi,38 L,680,Ready to move,,"5,588 / sq ft",12,1
2,Vishrantwadi,60 L,1200,Ready to move,,"5,000 / sq ft",12,2
1,Vishrantwadi,35 L,680,Ready to move,,"5,147 / sq ft",,1
2,Tathawade,48.5 L,955,Under Construction,Possession by Mar 2023,"5,078 / sq ft",,2
2,Wakad,58 L,965,Ready to move,,"6,010 / sq ft",2,2
1,Vishrantwadi,42 L,680,Ready to move,,"6,176 / sq ft",13,1
3,Kondhwa,1.12 Cr,1500,Ready to move,,"7,466 / sq ft",9,3
2,Tathawade,55 L,965,Under Construction,Possession by Aug 2022,"5,699 / sq ft",,2
2,Wakad,63 L,911,Ready to move,,"6,915 / sq ft",,2
2,Wakad,63 L,911,Ready to move,,"6,915 / sq ft",,2
2,Wakad,63 L,911,Ready to move,,"6,915 / sq ft",,2
2,Wakad,63 L,911,Ready to move,,"6,915 / sq ft",,2
3,Balewadi,1.1 Cr,1502,Under Construction,Possession by Dec 2024,"7,323 / sq ft",,3
2,Kothrud,95 L,1200,Ready to move,,"7,916 / sq ft",,2
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
3,Hadapsar,1.1 Cr,1354,Ready to move,,"8,124 / sq ft",7,3
2,Kothrud,90 L,1050,Ready to move,,"8,571 / sq ft",,2
2,Baner,57.5 L,850,Ready to move,,"6,764 / sq ft",1,2
2,Wakad,59 L,995,Ready to move,,"5,929 / sq ft",0,2
1,Kharadi,35 L,529,Ready to move,,"6,616 / sq ft",11,1
2,Kharadi,52 L,960,Ready to move,,"5,416 / sq ft",10,2
2,Hadapsar,55 L,940,Ready to move,,"5,851 / sq ft",8,2
1,Kharadi,45 L,665,Ready to move,,"6,766 / sq ft",9,1
2,Kharadi,98 L,1300,Ready to move,,"7,538 / sq ft",6,2
1,Chinchwad,38 L,640,Ready to move,,"5,937 / sq ft",10,1
2,Balewadi,64.58 L,965,Ready to move,,"6,692 / sq ft",7,2
2,Bavdhan,85 L,1340,Ready to move,,"6,343 / sq ft",7,2
2,Bavdhan,87 L,1700,Ready to move,,"5,117 / sq ft",7,2
2,Bavdhan,88 L,1700,Ready to move,,"5,176 / sq ft",7,2
2,Bavdhan,73 L,1010,Ready to move,,"7,227 / sq ft",,2
3,Bavdhan,92 L,1366,Under Construction,Possession by May 2024,"6,734 / sq ft",,3
2,Thergaon,82 L,1196,Ready to move,,"6,856 / sq ft",,2
2,Wakad,55 L,995,Under Construction,Possession by Dec 2023,"5,527 / sq ft",,2
3,Wakad,87 L,1550,Ready to move,,"5,612 / sq ft",13,3
2,Tathawade,48.68 L,898,Under Construction,Possession by Aug 2024,"5,420 / sq ft",,2
2,Tathawade,49.5 L,997,Ready to move,,"4,964 / sq ft",1,2
3,Wakad,97.5 L,1325,Under Construction,,"7,358 / sq ft",,3
3,Lohegaon,70 L,1230,Ready to move,,"5,691 / sq ft",,3
2,Ravet,45.5 L,965,Ready to move,,"4,715 / sq ft",2,2
3,Kharadi,1.32 Cr,1500,Ready to move,,"8,800 / sq ft",8,3
2,Ravet,50 L,965,Ready to move,,"5,181 / sq ft",,2
2,Wakad,68.5 L,996,Under Construction,Possession by Nov 2021,"6,877 / sq ft",,2
2,Wakad,54 L,995,Ready to move,,"5,427 / sq ft",5,2
3,Tathawade,91 L,1525,Ready to move,,"5,967 / sq ft",8,3
2,Wakad,61.5 L,1120,Ready to move,,"5,491 / sq ft",,2
1,Bijali Nagar PimpriChinchwad,45 L,750,Ready to move,,"6,000 / sq ft",22,1
1,Erandwane,65 L,525,Ready to move,,"12,380 / sq ft",,1
2,Punawale,65 L,1400,Ready to move,,"4,642 / sq ft",5,2
2,Warje,63.5 L,930,Ready to move,,"6,827 / sq ft",,2
2,Viman Nagar,90 L,1100,Ready to move,,"8,181 / sq ft",,2
2,Viman Nagar,86 L,1100,Ready to move,,"7,818 / sq ft",,2
2,Viman Nagar,95 L,1260,Ready to move,,"7,539 / sq ft",6,2
3,Viman Nagar,1.25 Cr,1600,Ready to move,,"7,812 / sq ft",6,3
2,Viman Nagar,1.15 Cr,1350,Ready to move,,"8,518 / sq ft",8,2
2,Manjari,55 L,960,Ready to move,,"5,729 / sq ft",,2
2,Balewadi,80.9 L,1008,Under Construction,Possession by May 2022,"8,025 / sq ft",,2
2,Tathawade,49 L,793,Under Construction,Possession by May 2024,"6,179 / sq ft",,2
2,Tathawade,62 L,923,Under Construction,Possession by May 2025,"6,717 / sq ft",,2
2,Lohegaon,54 L,1005,Under Construction,Possession by Mar 2022,"5,373 / sq ft",,2
2,Dhanori,45 L,1050,Ready to move,,"4,285 / sq ft",14,2
3,Kharadi,1.31 Cr,1582,Under Construction,Possession by May 2024,"8,298 / sq ft",,
2,Kharadi,97.35 L,1114,Under Construction,Possession by May 2024,"8,747 / sq ft",,
3,Kharadi,1.99 Cr,2519,Under Construction,Possession by May 2024,"7,905 / sq ft",,
3,Kharadi,1.3 Cr,1566,Under Construction,Possession by May 2024,"8,312 / sq ft",,
2,Kharadi,1.14 Cr,1350,Under Construction,Possession by May 2024,"8,479 / sq ft",,
2,Kharadi,1.26 Cr,1512,Under Construction,Possession by May 2024,"8,350 / sq ft",,
3,Kharadi,1.97 Cr,2494,Under Construction,Possession by May 2024,"7,913 / sq ft",,
3,Kharadi,1.23 Cr,1481,Under Construction,Possession by May 2024,"8,374 / sq ft",,
2,Kharadi,1.43 Cr,1750,Under Construction,Possession by May 2024,"8,196 / sq ft",,
2,Kharadi,97.36 L,1114,Under Construction,Possession by May 2024,"8,740 / sq ft",,
3,Kharadi,1.24 Cr,1495,Under Construction,Possession by May 2024,"8,359 / sq ft",,
2,Kharadi,1.14 Cr,1348,Under Construction,Possession by May 2024,"8,482 / sq ft",,
2,Kharadi,98.33 L,1127,Under Construction,Possession by May 2024,"8,725 / sq ft",,
3,Kharadi,1.23 Cr,1471,Under Construction,Possession by May 2024,"8,377 / sq ft",,
3,Kharadi,1.24 Cr,1488,Under Construction,Possession by May 2024,"8,367 / sq ft",,
2,Kharadi,98.34 L,1128,Under Construction,Possession by May 2024,"8,726 / sq ft",,
2,Kharadi,1.42 Cr,1738,Under Construction,Possession by May 2024,"8,204 / sq ft",,
3,Kharadi,1.96 Cr,2477,Under Construction,Possession by May 2024,"7,916 / sq ft",,
3,Kharadi,1.84 Cr,2311,Under Construction,Possession by May 2024,"7,964 / sq ft",,
2,Kharadi,1.02 Cr,1189,Under Construction,Possession by May 2024,"8,650 / sq ft",,
2,Kharadi,99.93 L,1149,Under Construction,Possession by May 2024,"8,697 / sq ft",,
3,Kharadi,1.77 Cr,2224,Under Construction,Possession by May 2024,"7,995 / sq ft",,
3,Kharadi,1.74 Cr,2186,Under Construction,Possession by May 2024,"8,008 / sq ft",,
2,Kharadi,97.53 L,1116,Under Construction,Possession by May 2024,"8,739 / sq ft",,
3,Wakad,1.29 Cr,1435,Under Construction,,"8,989 / sq ft",,3
3,Wakad,84 L,1120,Under Construction,Possession by Dec 2026,"7,500 / sq ft",,3
2,Baner,87 L,1450,Under Construction,,"6,000 / sq ft",,2
2,Baner,87 L,1390,Ready to move,,"6,258 / sq ft",2,2
2,Hinjewadi,64 L,1105,Under Construction,Possession by Jan 2025,"5,791 / sq ft",,2
2,Wagholi,41.5 L,883,Under Construction,,"4,699 / sq ft",,2
2,Wakad,72 L,918,Under Construction,Possession by Dec 2026,"7,843 / sq ft",,2
2,Wagholi,40.5 L,863,Under Construction,,"4,692 / sq ft",,2
2,Wagholi,41 L,863,Under Construction,,"4,750 / sq ft",,2
2,Thergaon,76.5 L,980,Under Construction,Possession by Nov 2023,"7,806 / sq ft",,2
